,section,date,week,team_name,abbr_team_name,home-away,result,score,start-time,gym,place,address,date_DT,distance_s,distance,accum
8,6,2018/10/27,土,大阪エヴェッサ,大阪,HOME,LOSE,69,18:05,おおきにアリーナ舞洲,大阪市,大阪府大阪市此花区北港緑地２丁目２−１５,2018-10-27,"1,461 km",1461.0,4386.4
9,6,2018/10/28,日,大阪エヴェッサ,大阪,HOME,LOSE,63,14:05,おおきにアリーナ舞洲,大阪市,大阪府大阪市此花区北港緑地２丁目２−１５,2018-10-28,0 km,0.0,4386.4
0,1,2018/10/6,土,琉球ゴールデンキングス,琉球,AWAY,WIN,84,14:05,ＣＮＡアリーナ★あきた,秋田市,秋田県秋田市八橋本町六丁目12番20号,2018-10-06,0 Km,0.0,0.0
1,1,2018/10/7,日,琉球ゴールデンキングス,琉球,AWAY,WIN,71,14:05,ＣＮＡアリーナ★あきた,秋田市,秋田県秋田市八橋本町六丁目12番20号,2018-10-07,0 km,0.0,0.0
2,2,2018/10/12,金,琉球ゴールデンキングス,琉球,HOME,WIN,88,19:35,沖縄市体育館,沖縄市,沖縄県沖縄市諸見里２丁目１−１コザ運動公園内,2018-10-12,"2,255 km",2255.0,2255.0
3,2,2018/10/13,土,琉球ゴールデンキングス,琉球,HOME,WIN,79,15:25,沖縄市体育館,沖縄市,沖縄県沖縄市諸見里２丁目１−１コザ運動公園内,2018-10-13,0 km,0.0,2255.0
4,3,2018/10/17,水,琉球ゴールデンキングス,琉球,AWAY,LOSE,89,19:05,向日市民体育館,向日市,京都府向日市森本町小柳２３−１,2018-10-17,"1,491 km",1491.0,3746.0
5,4,2018/10/20,土,琉球ゴールデンキングス,琉球,AWAY,WIN,96,14:05,豊橋市総合体育館,豊橋市,愛知県豊橋市神野新田町メノ割１−３,2018-10-20,189 km,189.0,3935.0
6,4,2018/10/21,日,琉球ゴールデンキングス,琉球,AWAY,WIN,91,14:05,豊橋市総合体育館,豊橋市,愛知県豊橋市神野新田町メノ割１−３,2018-10-21,0 km,0.0,3935.0
7,5,2018/10/24,水,琉球ゴールデンキングス,琉球,HOME,WIN,81,20:05,沖縄市体育館,沖縄市,沖縄県沖縄市諸見里２丁目１−１コザ運動公園内,2018-10-24,"1,636 km",1636.0,5571.0
8,6,2018/10/26,金,琉球ゴールデンキングス,琉球,HOME,WIN,68,20:05,沖縄市体育館,沖縄市,沖縄県沖縄市諸見里２丁目１−１コザ運動公園内,2018-10-26,0 km,0.0,5571.0
9,6,2018/10/27,土,琉球ゴールデンキングス,琉球,HOME,LOSE,72,15:25,沖縄市体育館,沖縄市,沖縄県沖縄市諸見里２丁目１−１コザ運動公園内,2018-10-27,0 km,0.0,5571.0
0,1,2018/10/6,土,シーホース三河,三河,AWAY,LOSE,75,16:05,ドルフィンズアリーナ,名古屋市,愛知県名古屋市中区二の丸１−１,2018-10-06,0 Km,0.0,0.0
1,1,2018/10/7,日,シーホース三河,三河,AWAY,LOSE,93,15:05,ドルフィンズアリーナ,名古屋市,愛知県名古屋市中区二の丸１−１,2018-10-07,0 km,0.0,0.0
2,2,2018/10/13,土,シーホース三河,三河,HOME,LOSE,69,14:05,ウィングアリーナ刈谷,刈谷市,愛知県刈谷市築地町荒田1,2018-10-13,23.7 km,23.7,23.7
3,2,2018/10/14,日,シーホース三河,三河,HOME,LOSE,55,14:05,ウィングアリーナ刈谷,刈谷市,愛知県刈谷市築地町荒田1,2018-10-14,0 km,0.0,23.7
4,3,2018/10/17,水,シーホース三河,三河,AWAY,LOSE,60,19:05,川崎市とどろきアリーナ,川崎市,神奈川県川崎市中原区等々力１−３,2018-10-17,308 km,308.0,331.7
5,4,2018/10/20,土,シーホース三河,三河,HOME,WIN,74,15:05,岡崎中央総合公園総合体育館,岡崎市,愛知県岡崎市高隆寺町字峠1番地,2018-10-20,290 km,290.0,621.7
6,4,2018/10/21,日,シーホース三河,三河,HOME,WIN,76,15:05,岡崎中央総合公園総合体育館,岡崎市,愛知県岡崎市高隆寺町字峠1番地,2018-10-21,0 km,0.0,621.7
7,5,2018/10/24,水,シーホース三河,三河,HOME,WIN,94,19:05,ウィングアリーナ刈谷,刈谷市,愛知県刈谷市築地町荒田1,2018-10-24,21.6 km,21.6,643.3000000000001
8,6,2018/10/29,月,シーホース三河,三河,AWAY,WIN,77,19:05,ウカルちゃんアリーナ,大津市,滋賀県大津市におの浜４丁目２−１２,2018-10-29,124 km,124.0,767.3000000000001
9,6,2018/10/30,火,シーホース三河,三河,AWAY,WIN,78,19:05,ウカルちゃんアリーナ,大津市,滋賀県大津市におの浜４丁目２−１２,2018-10-30,0 km,0.0,767.3000000000001
0,1,2018/10/6,土,サンロッカーズ渋谷,渋谷,AWAY,LOSE,71,15:05,アリーナ立川立飛,東京都,東京都立川市泉町５００−４,2018-10-06,0 Km,0.0,0.0
1,1,2018/10/7,日,サンロッカーズ渋谷,渋谷,AWAY,LOSE,79,15:05,アリーナ立川立飛,東京都,東京都立川市泉町５００−４,2018-10-07,0 km,0.0,0.0
2,2,2018/10/13,土,サンロッカーズ渋谷,渋谷,HOME,WIN,67,18:05,青山学院記念館,東京都,東京都渋谷区渋谷４丁目４−２５,2018-10-13,30.0 km,30.0,30.0
3,2,2018/10/14,日,サンロッカーズ渋谷,渋谷,HOME,LOSE,57,14:05,青山学院記念館,東京都,東京都渋谷区渋谷４丁目４−２５,2018-10-14,0 km,0.0,30.0
4,3,2018/10/17,水,サンロッカーズ渋谷,渋谷,HOME,LOSE,58,19:05,墨田区総合体育館,東京都,東京都墨田区錦糸４丁目１５−１,2018-10-17,12.1 km,12.1,42.1
5,4,2018/10/20,土,サンロッカーズ渋谷,渋谷,AWAY,LOSE,64,15:05,岡崎中央総合公園総合体育館,岡崎市,愛知県岡崎市高隆寺町字峠1番地,2018-10-20,311 km,311.0,353.1
6,4,2018/10/21,日,サンロッカーズ渋谷,渋谷,AWAY,LOSE,71,15:05,岡崎中央総合公園総合体育館,岡崎市,愛知県岡崎市高隆寺町字峠1番地,2018-10-21,0 km,0.0,353.1
7,5,2018/10/24,水,サンロッカーズ渋谷,渋谷,HOME,LOSE,61,19:05,墨田区総合体育館,東京都,東京都墨田区錦糸４丁目１５−１,2018-10-24,311 km,311.0,664.1
8,6,2018/10/27,土,サンロッカーズ渋谷,渋谷,HOME,LOSE,79,18:05,青山学院記念館,東京都,東京都渋谷区渋谷４丁目４−２５,2018-10-27,12.1 km,12.1,676.2
9,6,2018/10/28,日,サンロッカーズ渋谷,渋谷,HOME,WIN,77,14:05,青山学院記念館,東京都,東京都渋谷区渋谷４丁目４−２５,2018-10-28,0 km,0.0,676.2
0,1,2018/10/6,土,横浜ビー・コルセアーズ,横浜,AWAY,LOSE,82,18:05,富山市総合体育館,富山市,富山県富山市湊入船町１２−１,2018-10-06,0 Km,0.0,0.0
1,1,2018/10/7,日,横浜ビー・コルセアーズ,横浜,AWAY,LOSE,77,13:05,富山市総合体育館,富山市,富山県富山市湊入船町１２−１,2018-10-07,0 km,0.0,0.0
2,2,2018/10/12,金,横浜ビー・コルセアーズ,横浜,AWAY,LOSE,80,19:05,ハンナリーズアリーナ,京都市,京都府京都市右京区西京極新明町,2018-10-12,287 km,287.0,287.0
3,2,2018/10/13,土,横浜ビー・コルセアーズ,横浜,AWAY,LOSE,81,14:05,ハンナリーズアリーナ,京都市,京都府京都市右京区西京極新明町,2018-10-13,0 km,0.0,287.0
4,3,2018/10/17,水,横浜ビー・コルセアーズ,横浜,HOME,LOSE,84,19:05,横浜文化体育館,横浜市,神奈川県横浜市中区不老町２丁目７,2018-10-17,438 km,438.0,725.0
5,4,2018/10/20,土,横浜ビー・コルセアーズ,横浜,HOME,WIN,80,18:05,横浜国際プール,横浜市,神奈川県横浜市都筑区北山田７−３−１,2018-10-20,16.7 km,16.7,741.7
6,4,2018/10/21,日,横浜ビー・コルセアーズ,横浜,HOME,WIN,72,14:05,横浜国際プール,横浜市,神奈川県横浜市都筑区北山田７−３−１,2018-10-21,0 km,0.0,741.7
7,5,2018/10/24,水,横浜ビー・コルセアーズ,横浜,HOME,LOSE,72,19:05,横浜国際プール,横浜市,神奈川県横浜市都筑区北山田７−３−１,2018-10-24,0 km,0.0,741.7
8,6,2018/10/27,土,横浜ビー・コルセアーズ,横浜,AWAY,WIN,84,18:05,青山学院記念館,東京都,東京都渋谷区渋谷４丁目４−２５,2018-10-27,16.9 km,16.9,758.6
9,6,2018/10/28,日,横浜ビー・コルセアーズ,横浜,AWAY,LOSE,73,14:05,青山学院記念館,東京都,東京都渋谷区渋谷４丁目４−２５,2018-10-28,0 km,0.0,758.6
